Orbit Start Time     Orbit Stop Time     External Fluence     Attenuated Fluence
yyyy:doy:hh:mm:ss   yyyy:doy:hh:mm:ss    (p/cm^2-sr-Mev)       (p/cm^2-sr-Mev)
--------------------------------------------------------------------------------
2016:307:22:49:01   2016:310:14:19:01    2.51976924560e+09    8.30979919377e+08
2016:310:14:19:01   2016:313:05:44:01    2.27029583304e+08    5.23263107115e+07
2016:313:05:44:01   2016:315:21:14:01    2.19064815592e+09    2.99648689301e+08
2016:315:21:14:01   2016:318:12:39:01    4.99225187547e+09    1.14677897247e+09
2016:318:12:39:01   2016:321:04:09:01    2.09175622161e+09    4.77007398510e+08
2016:321:04:09:01   2016:323:19:34:01    3.46674657649e+08    4.09940099824e+07
2016:323:19:34:01   2016:326:11:04:01    4.81246406698e+08    1.49304239049e+08
2016:326:11:04:01   2016:329:02:34:01    6.94773120450e+08    3.14658167850e+08
2016:329:02:34:01   2016:331:17:59:01    5.24816102130e+09    1.78720006530e+09
2016:331:17:59:01   2016:334:09:29:01    1.30610825370e+09    5.16645266700e+08
2016:334:09:29:01   2016:337:00:59:01    5.13593856622e+08    3.59211900149e+07
2016:337:00:59:01   2016:339:16:29:01    6.44309915092e+08    9.74300810995e+07
2016:339:16:29:01   2016:342:07:54:01    4.06017185301e+08    1.18349479505e+08
2016:342:07:54:01   2016:344:23:19:01    2.95587315333e+09    6.93650950866e+08
2016:344:23:19:01   2016:347:14:49:01    5.87281347126e+09    1.58634226625e+09
2016:347:14:49:01   2016:350:06:14:01    3.86359946610e+08    9.54765644100e+07
2016:350:06:14:01   2016:352:21:44:02    2.79908711685e+08    3.95609888501e+07
2016:352:21:44:02   2016:355:13:09:01    2.15165587709e+09    5.83504064074e+08
2016:355:13:09:01   2016:358:04:39:02    1.69290137365e+09    8.19106266852e+08
2016:358:04:39:02   2016:360:20:09:01    6.71592785040e+09    8.84340767400e+08
2016:360:20:09:01   2016:363:11:39:01    2.62092639270e+09    1.05323776380e+09
2016:363:11:39:01   2016:366:03:04:01    4.14763254103e+08    3.80714591307e+07
2016:366:03:04:01   2017:002:18:34:01    2.61390200226e+09    8.56259896260e+08
2017:002:18:34:01   2017:005:09:59:01    2.77585809318e+09    6.68191823940e+08
2017:005:09:59:01   2017:008:01:29:01    4.55734620360e+09    9.17824481100e+08
2017:008:01:29:01   2017:010:16:54:01    4.29221151186e+09    1.06130797986e+09
2017:010:16:54:01   2017:013:08:19:01    5.57241487110e+08    1.74751898313e+08
2017:013:08:19:01   2017:015:23:49:01    2.85107637409e+08    5.19288502086e+07
2017:015:23:49:01   2017:018:15:19:01    3.80501041695e+09    7.89286900849e+08
2017:018:15:19:01   2017:021:06:44:01    1.46886508206e+09    4.24160766060e+08
2017:021:06:44:01   2017:023:22:14:01    1.35834540306e+09    9.25967896600e+07
2017:023:22:14:01   2017:026:13:44:01    9.79232223594e+08    3.05961984592e+08
2017:026:13:44:01   2017:029:05:09:01    2.68600831779e+09    6.52162100790e+08
2017:029:05:09:01   2017:031:20:39:01    3.38367733575e+09    8.63700426750e+08
2017:031:20:39:01   2017:034:12:04:02    6.46234856640e+09    1.61405134440e+09
2017:034:12:04:02   2017:037:03:34:01    2.58846501234e+09    3.59163835170e+08
2017:037:03:34:01   2017:039:18:59:01    2.07239646441e+09    3.00071353800e+08
2017:039:18:59:01   2017:042:10:24:02    1.13139212907e+09    4.28510604869e+08
2017:042:10:24:02   2017:045:01:54:01    3.40589355703e+08    4.48132552067e+07
2017:045:01:54:01   2017:047:17:24:02    1.26354952140e+09    3.85040405171e+08
2017:047:17:24:02   2017:050:08:54:01    2.65513422510e+09    1.05536363310e+09
2017:050:08:54:01   2017:053:00:19:01    2.00179667414e+09    2.04456142410e+08
2017:053:00:19:01   2017:055:15:49:02    5.51967815127e+09    1.28547916762e+09
2017:055:15:49:02   2017:058:07:14:01    5.94151635441e+08    2.12845662437e+08
2017:058:07:14:01   2017:060:22:44:01    2.61385716262e+09    6.84594679800e+08
2017:060:22:44:01   2017:063:14:09:01    8.82904647306e+09    8.86026929460e+08
2017:063:14:09:01   2017:066:05:39:02    2.27637401598e+09    5.59671145800e+08
2017:066:05:39:02   2017:068:21:04:01    3.73729012995e+09    6.98726512950e+08
2017:068:21:04:01   2017:071:12:34:01    2.88608442625e+09    4.76976338692e+08
2017:071:12:34:01   2017:074:03:59:01    4.78927022853e+08    4.78989192535e+07
2017:074:03:59:01   2017:076:19:29:01    8.79031673254e+08    4.03442235927e+08
2017:076:19:29:01   2017:079:10:59:01    3.80260453512e+08    1.06967830513e+08
2017:079:10:59:01   2017:082:02:29:01    2.09345366096e+09    1.16785496096e+09
2017:082:02:29:01   2017:084:17:54:01    3.63649299194e+09    7.53455038926e+08
2017:084:17:54:01   2017:087:09:24:01    8.18351799638e+09    1.49917120658e+09
2017:087:09:24:01   2017:090:00:49:01    7.70638637472e+09    6.97556479440e+08
2017:090:00:49:01   2017:092:16:14:01    7.44114706554e+09    8.18970905820e+08
2017:092:16:14:01   2017:095:07:44:02    8.94006077334e+08    3.23272158654e+08
2017:095:07:44:02   2017:097:23:14:01    1.71334840731e+09    4.44341384910e+08
2017:097:23:14:01   2017:100:14:39:01    3.42182586708e+09    1.46465395008e+09
2017:100:14:39:01   2017:103:06:09:01    5.66353709574e+08    2.42014027374e+08
2017:103:06:09:01   2017:105:21:39:01    6.50314189398e+08    3.15665505198e+08
2017:105:21:39:01   2017:108:13:09:01    5.79260757572e+08    2.05770168576e+08
2017:108:13:09:01   2017:111:04:34:01    1.22951693155e+09    5.91640365552e+08
2017:111:04:34:01   2017:113:20:04:01    7.18854224520e+09    3.56307882990e+09
2017:113:20:04:01   2017:116:11:29:01    4.67888902770e+09    1.64652116070e+09
2017:116:11:29:01   2017:119:02:59:01    2.29528532463e+09    2.76849756030e+08
2017:119:02:59:01   2017:121:18:24:01    1.25457178331e+09    3.37935906512e+08
2017:121:18:24:01   2017:124:09:54:01    3.93109026509e+08    8.32312674830e+07
2017:124:09:54:01   2017:127:01:19:01    3.57746795428e+08    7.60952520275e+07
2017:127:01:19:01   2017:129:16:49:01    1.31429463204e+09    3.87313394023e+08
2017:129:16:49:01   2017:132:08:19:01    7.35204160723e+08    1.85645605572e+08
2017:132:08:19:01   2017:134:23:49:02    1.15359700163e+09    2.76950037682e+08
2017:134:23:49:02   2017:137:15:14:01    4.05684450600e+09    1.34843376951e+09
2017:137:15:14:01   2017:140:06:44:01    1.46410745016e+09    3.41810264040e+08
2017:140:06:44:01   2017:142:22:09:01    4.89586645230e+09    1.48641964194e+09
2017:142:22:09:01   2017:145:13:39:02    2.70323679654e+09    9.25312776180e+08
2017:145:13:39:02   2017:148:05:04:01    3.66846289006e+09    2.45554781046e+08
2017:148:05:04:01   2017:150:20:34:01    1.19967103283e+10    2.55018377019e+09
2017:150:20:34:01   2017:153:11:59:01    1.86475191287e+09    6.75350093514e+08
2017:153:11:59:01   2017:156:03:29:01    4.70480098839e+08    2.20593659627e+08
2017:156:03:29:01   2017:158:18:59:01    7.09305245093e+08    1.57233972914e+08
2017:158:18:59:01   2017:161:10:24:01    5.23214470008e+08    9.91981744138e+07
2017:161:10:24:01   2017:164:01:54:01    8.20632330539e+08    2.26594998240e+08
2017:164:01:54:01   2017:166:17:24:01    1.64530782455e+09    2.22190068480e+08
2017:166:17:24:01   2017:169:08:49:02    2.48131496434e+09    2.92754954143e+08
2017:169:08:49:02   2017:172:00:14:01    2.10159845875e+09    1.54264128300e+08
2017:172:00:14:01   2017:174:15:44:01    1.29236144721e+09    1.56322440562e+08
2017:174:15:44:01   2017:177:07:09:02    1.02317138844e+09    2.26036131999e+08
2017:177:07:09:02   2017:179:22:39:01    1.89948122530e+09    2.99723907692e+08
2017:179:22:39:01   2017:182:14:09:01    2.84752927679e+09    4.62802102653e+08
2017:182:14:09:01   2017:185:05:34:01    1.02850192140e+09    4.06374963903e+08
2017:185:05:34:01   2017:187:21:04:01    3.10431894391e+08    5.47247931881e+07
2017:187:21:04:01   2017:190:12:34:01    2.84586614333e+09    2.89533449430e+08
2017:190:12:34:01   2017:193:03:59:01    3.86362411434e+09    1.74224959200e+08
2017:193:03:59:01   2017:195:19:29:01    8.36426904711e+08    7.69191409119e+08
2017:195:19:29:01   2017:198:10:54:01    9.71693546433e+09    6.77315626533e+09
2017:198:10:54:01   2017:201:02:19:01    5.95044096924e+09    3.61208832372e+08
2017:201:02:19:01   2017:203:17:49:01    4.03484182483e+09    1.18460768228e+09
2017:203:17:49:01   2017:206:09:14:01    2.78875562256e+09    8.06821940280e+08
2017:206:09:14:01   2017:209:00:44:01    3.16719809151e+09    4.68511889310e+08
2017:209:00:44:01   2017:211:16:14:01    1.41071365996e+09    5.12319577956e+08
2017:211:16:14:01   2017:214:07:39:01    7.06447979484e+08    1.96546226004e+08
2017:214:07:39:01   2017:216:23:09:01    3.26481710628e+09    1.31319516344e+09
2017:216:23:09:01   2017:219:14:39:01    5.23099351932e+09    1.27046580024e+09
2017:219:14:39:01   2017:222:06:04:01    4.03557565798e+08    1.25264809258e+08
2017:222:06:04:01   2017:224:21:34:01    1.39704959419e+09    6.74443822392e+08
2017:224:21:34:01   2017:227:12:59:01    3.25396390278e+09    1.36286470578e+09
2017:227:12:59:01   2017:230:04:24:01    1.09489045999e+09    5.50830546494e+08
2017:230:04:24:01   2017:232:19:54:01    5.62096051350e+09    2.63856956850e+09
2017:232:19:54:01   2017:235:11:24:01    4.72237228050e+09    1.97586207150e+09
2017:235:11:24:01   2017:238:02:49:01    3.89174174936e+09    3.36902956749e+08
2017:238:02:49:01   2017:240:18:19:01    2.84227041545e+09    1.02593597501e+09
2017:240:18:19:01   2017:243:09:49:01    1.28433580313e+09    2.94150441829e+08
2017:243:09:49:01   2017:246:01:14:01    1.66603688338e+10    2.20087702776e+09
2017:246:01:14:01   2017:248:16:44:01    5.10970084884e+09    2.34738190884e+09
2017:248:16:44:01   2017:251:08:09:02    1.82721350906e+10    1.48245779064e+09
2017:251:08:09:02   2017:253:23:39:01    2.94436538361e+10    1.03779176070e+09
2017:253:23:39:01   2017:256:15:04:01    8.21607054600e+09    1.42720711116e+08
2017:256:15:04:01   2017:259:06:34:01    4.37781247542e+09    1.25530446381e+09
2017:259:06:34:01   2017:261:21:59:01    8.51915864784e+09    1.65823943490e+09
2017:261:21:59:01   2017:264:13:29:01    2.96657147391e+09    9.98522828910e+08
2017:264:13:29:01   2017:267:04:59:01    4.02625748942e+08    7.65188279971e+07
2017:267:04:59:01   2017:269:20:24:01    5.12360649231e+08    6.61834296758e+07
2017:269:20:24:01   2017:272:11:54:01    4.65074651034e+09    2.81525859030e+09
2017:272:11:54:01   2017:275:03:19:01    2.30713503489e+09    3.58278657019e+08
2017:275:03:19:01   2017:277:18:49:01    1.62374838943e+09    3.30317769723e+08
2017:277:18:49:01   2017:280:10:14:01    1.11881880491e+09    6.24900568907e+08
2017:280:10:14:01   2017:283:01:44:01    4.09884813059e+08    5.54429232485e+07
2017:283:01:44:01   2017:285:17:09:01    3.76532878166e+09    2.38924805936e+09
2017:285:17:09:01   2017:288:08:39:01    5.80904074518e+09    2.54053732179e+09
2017:288:08:39:01   2017:291:00:09:02    6.32854373689e+09    2.23926486726e+08
2017:291:00:09:02   2017:293:15:34:01    2.29782126671e+09    1.18001295971e+09
2017:293:15:34:01   2017:296:07:04:01    5.15288772369e+08    1.47723985005e+08
2017:296:07:04:01   2017:298:22:34:02    1.18685094928e+09    4.55044118506e+08
2017:298:22:34:02   2017:301:13:59:01    4.20972922281e+09    5.29328085138e+08
2017:301:13:59:01   2017:304:05:29:01    2.01897735005e+08    1.05202443923e+07
2017:304:05:29:01   2017:306:20:54:01    4.46183422734e+08    7.94696864820e+07
2017:306:20:54:01   2017:309:12:24:01    1.63057638502e+09    2.00523721781e+08
2017:309:12:24:01   2017:312:03:49:01    2.51672018060e+09    6.90686733615e+08
2017:312:03:49:01   2017:314:19:19:01    8.14350694080e+09    1.39396168164e+09
2017:314:19:19:01   2017:317:10:44:01    1.58397195750e+09    2.97151605900e+08
2017:317:10:44:01   2017:320:02:14:01    1.24027629066e+09    4.12792818056e+08
2017:320:02:14:01   2017:322:17:44:02    4.33575042091e+09    3.81253821877e+08
2017:322:17:44:02   2017:325:09:09:01    4.10849063680e+09    5.61997960126e+08
2017:325:09:09:01   2017:328:00:39:01    5.59187629683e+09    2.16252403410e+08
2017:328:00:39:01   2017:330:16:09:01    1.34551106223e+09    3.69275881450e+08
2017:330:16:09:01   2017:333:07:34:01    5.26627762027e+08    2.22930445231e+08
2017:333:07:34:01   2017:335:22:59:01    1.18773783658e+09    2.31558324576e+08
2017:335:22:59:01   2017:338:14:29:02    1.03752707617e+09    7.54285906322e+07
2017:338:14:29:02   2017:341:05:54:01    2.82703121118e+09    4.75022516400e+08
2017:341:05:54:01   2017:343:21:24:01    1.88350195365e+09    2.02407741122e+08
2017:343:21:24:01   2017:346:12:54:01    2.62459279142e+09    7.67269196631e+08
2017:346:12:54:01   2017:349:04:19:01    1.13616230807e+09    1.00663076616e+08
2017:349:04:19:01   2017:351:19:49:01    1.95136666801e+09    4.36080647079e+08
2017:351:19:49:01   2017:354:11:19:01    2.92539073290e+09    6.27437664180e+08
2017:354:11:19:01   2017:357:02:44:01    6.44994503556e+08    4.96516814378e+07
2017:357:02:44:01   2017:359:18:14:02    2.27098455327e+09    9.38483388266e+08
2017:359:18:14:02   2017:362:09:39:01    1.35071296560e+09    4.11794064300e+08
2017:362:09:39:01   2017:365:01:04:01    6.91519743401e+08    4.04481132900e+07
2017:365:01:04:01   2018:002:16:34:01    8.88090000834e+08    3.86595366815e+08
2018:002:16:34:01   2018:005:07:59:01    3.96769354805e+08    1.21736504380e+08
2018:005:07:59:01   2018:007:23:29:01    5.22045470754e+08    6.41651892537e+07
2018:007:23:29:01   2018:010:14:59:01    2.06917724853e+09    1.58544148053e+09
2018:010:14:59:01   2018:013:06:24:01    2.11594132860e+08    6.30052845639e+07
2018:013:06:24:01   2018:015:21:54:01    1.53459885444e+09    4.81973780040e+08
2018:015:21:54:01   2018:018:13:24:01    1.62889562927e+09    2.76820760319e+08
2018:018:13:24:01   2018:021:04:49:01    4.01622276296e+08    1.44997233890e+08
2018:021:04:49:01   2018:023:20:19:01    2.28174842094e+09    1.06900973460e+09
2018:023:20:19:01   2018:026:11:44:01    1.57305025749e+09    7.87301221637e+08
2018:026:11:44:01   2018:029:03:09:01    8.05933238989e+08    1.22421472792e+08
2018:029:03:09:01   2018:031:18:39:01    1.07717025394e+09    3.58976358946e+08
2018:031:18:39:01   2018:034:10:09:01    5.88188650291e+08    1.39550420917e+08
2018:034:10:09:01   2018:037:01:34:01    4.17451385473e+08    1.15451362272e+08
2018:037:01:34:01   2018:039:17:04:01    1.28334663698e+09    6.09528999100e+08
2018:039:17:04:01   2018:042:08:34:01    4.31439510008e+08    1.61280243240e+08
2018:042:08:34:01   2018:044:23:59:01    3.45810257297e+08    1.12328022312e+08
2018:044:23:59:01   2018:047:15:29:01    3.16242959384e+09    1.93059936919e+09
2018:047:15:29:01   2018:050:06:54:01    1.83094816507e+09    8.84907415872e+08
2018:050:06:54:01   2018:052:22:24:01    3.56519082412e+09    7.69203525997e+08
2018:052:22:24:01   2018:055:13:49:01    2.86815654495e+09    1.29656309595e+09
2018:055:13:49:01   2018:058:05:19:01    7.21293261948e+08    1.30734124308e+08
2018:058:05:19:01   2018:060:20:49:01    2.71232392856e+09    9.63174721620e+08
2018:060:20:49:01   2018:063:12:14:02    1.29752390407e+09    3.78186537375e+08
2018:063:12:14:02   2018:066:03:44:01    3.38918223015e+08    9.97514346162e+07
2018:066:03:44:01   2018:068:19:14:01    4.82683207943e+08    2.38754752042e+08
2018:068:19:14:01   2018:071:10:39:01    1.82869996482e+09    1.14220705782e+09
2018:071:10:39:01   2018:074:02:09:01    4.63289640569e+08    1.20113641169e+08
2018:074:02:09:01   2018:076:17:39:01    3.68809384491e+09    1.12961560311e+09
2018:076:17:39:01   2018:079:09:04:01    1.65967340238e+09    7.04228957340e+08
2018:079:09:04:01   2018:082:00:34:01    5.04176343177e+08    1.03467185349e+08
2018:082:00:34:01   2018:084:15:59:01    5.79924053400e+09    6.96236267520e+08
2018:084:15:59:01   2018:087:07:29:01    8.72461061160e+08    3.91957373520e+08
2018:087:07:29:01   2018:089:22:59:01    3.15785950888e+08    6.04359102581e+07
2018:089:22:59:01   2018:092:14:29:01    1.76222862009e+09    1.56825711396e+08
2018:092:14:29:01   2018:095:05:54:01    2.80320349804e+08    7.38913539022e+07
2018:095:05:54:01   2018:097:21:24:01    4.17027801150e+08    2.08899074250e+08
2018:097:21:24:01   2018:100:12:49:01    3.43100610165e+09    7.92465307652e+08
2018:100:12:49:01   2018:103:04:19:01    2.47632063234e+09    6.01795891740e+08
2018:103:04:19:01   2018:105:19:49:01    1.31953399164e+09    3.07106993655e+08
2018:105:19:49:01   2018:108:11:14:01    6.29177719204e+08    1.13302912202e+08
2018:108:11:14:01   2018:111:02:44:01    1.82194925672e+09    1.12548047972e+09
2018:111:02:44:01   2018:113:18:09:01    3.34909873086e+09    1.20571860786e+09
2018:113:18:09:01   2018:116:09:39:01    4.99918061397e+08    1.51860580797e+08
2018:116:09:39:01   2018:119:01:09:01    6.23149806507e+08    1.06676072019e+08
2018:119:01:09:01   2018:121:16:34:01    6.74160250712e+08    3.26284378712e+08
2018:121:16:34:01   2018:124:08:04:01    3.37678284008e+08    8.86932680515e+07
2018:124:08:04:01   2018:126:23:34:01    1.96106921702e+09    1.45639746902e+09
2018:126:23:34:01   2018:129:14:59:01    6.59394050250e+09    2.00086585050e+09
2018:129:14:59:01   2018:132:06:29:01    1.83404984610e+09    5.41313991900e+08
2018:132:06:29:01   2018:134:21:54:01    4.91022154292e+09    1.31601909392e+09
2018:134:21:54:01   2018:137:13:24:01    1.64676685157e+09    5.25696230571e+08
2018:137:13:24:01   2018:140:04:49:01    7.99434020491e+08    1.25355431491e+08
2018:140:04:49:01   2018:142:20:19:01    7.41383591102e+08    2.35513693369e+08
2018:142:20:19:01   2018:145:11:49:01    1.26010100463e+09    5.32400486100e+08
2018:145:11:49:01   2018:148:03:14:01    2.99431694753e+08    7.38379148562e+07
2018:148:03:14:01   2018:150:18:44:02    5.84727396946e+08    2.48660110102e+08
2018:150:18:44:02   2018:153:10:14:01    3.63253587355e+09    8.48241288831e+08
2018:153:10:14:01   2018:156:01:39:01    3.59591857559e+09    5.92087120187e+08
2018:156:01:39:01   2018:158:17:09:01    1.84109753006e+09    9.03756272061e+08
2018:158:17:09:01   2018:161:08:34:01    7.07657932119e+08    4.45060253327e+08
2018:161:08:34:01   2018:164:00:04:01    2.69232662267e+08    6.07180143665e+07
2018:164:00:04:01   2018:166:15:29:01    6.11925825051e+08    2.15259556209e+08
2018:166:15:29:01   2018:169:06:59:01    2.02975786406e+08    2.44383511407e+07
2018:169:06:59:01   2018:171:22:29:01    3.68954958939e+08    1.59618119410e+08
2018:171:22:29:01   2018:174:13:54:01    7.46461763985e+08    1.46455486906e+08
2018:174:13:54:01   2018:177:05:24:01    1.52065384393e+08    2.79783776438e+07
2018:177:05:24:01   2018:179:20:49:01    2.53830615815e+08    8.92794890136e+07
2018:179:20:49:01   2018:182:12:19:01    7.15414183855e+08    4.20275458850e+08
2018:182:12:19:01   2018:185:03:49:01    2.05860930983e+08    2.50022172980e+07
2018:185:03:49:01   2018:187:19:14:01    3.04546655646e+08    4.45093636163e+07
2018:187:19:14:01   2018:190:10:44:01    3.56745326749e+08    8.60735577990e+07
2018:190:10:44:01   2018:193:02:09:01    3.10168279305e+08    5.62585307148e+07
